"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
17,48.5370693045243,-1.46293069547572,4.9635312421456,-0.48087984047401,49.0179491449983,38.8087268337796,58.265411775269,39.2896066742536,58.746291615743,1,1,0,1,1.41023588180542,1.41556000709534,1,"correct_model"
18,54.557990122006,4.55799012200602,5.4998633823008,-0.214837765021919,54.7728278870279,43.7784559728058,65.3375242712062,43.9932937378277,65.5523620362281,1,1,0,1,1.41361594200134,1.41884899139404,1,"correct_model"
19,45.9211030216774,-4.0788969783226,4.9583617899634,0.407968343664706,45.5131346780127,36.2028924910296,55.6393135523252,35.7949241473649,55.2313452086605,1,1,0,1,1.48453092575073,1.48961091041565,1,"correct_model"
20,44.8221235728278,-5.17787642717215,4.88475091865455,0.110440128090978,44.7116834447369,35.248187698816,54.3960594468397,35.137747570725,54.2856193187487,1,1,0,1,1.43559098243713,1.44093704223633,1,"correct_model"
21,44.9394196441611,-5.06058035583889,4.94259844018753,-0.316837822173859,45.256257466335,35.2521047113497,54.6267345769725,35.5689425335236,54.9435723991464,1,1,0,1,1.54150009155273,1.54940700531006,1,"correct_model"
22,46.0180261251804,-3.98197387481964,4.72551215266044,0.198557053513447,45.8194690716669,36.7561924974596,55.2798597529012,36.5576354439461,55.0813026993877,1,1,0,1,1.40862703323364,1.41377305984497,1,"correct_model"
23,52.3906019819674,2.39060198196745,4.95152759037676,-0.575772788406873,52.9663747703743,42.6857862363726,62.0954177275623,43.2615590247795,62.6711905159692,1,1,0,1,1.49965310096741,1.50598406791687,1,"correct_model"
24,44.2380804097009,-5.7619195902991,4.7809496335757,0.0747574316442154,44.1633229780567,34.8675913159926,53.6085695034092,34.7928338843484,53.533812071765,1,1,0,1,1.42007899284363,1.42537593841553,1,"correct_model"
25,62.9338936615298,12.9338936615298,5.2362439886825,0.644986060735555,62.2889076007943,52.6710440294478,73.1967432936119,52.0260579687122,72.5517572328763,0,0,1,1,1.43403196334839,1.44041705131531,0,"correct_model"
26,44.4985077420949,-5.50149225790506,4.72038114476836,0.724362336050241,43.7741454060447,35.246730705047,53.7502847791429,34.5223683689968,53.0259224430926,1,1,0,1,1.41653800010681,1.42182517051697,1,"correct_model"
27,49.6940587908371,-0.30594120916291,5.40681262802854,-0.243046510343696,49.9371053011808,39.0969007687448,60.2912168129294,39.3399472790885,60.5342633232731,1,1,0,1,1.43030095100403,1.43544697761536,1,"correct_model"
28,52.8365451066328,2.8365451066328,5.01281772023774,0.205068189335897,52.6314769172969,43.0116029139026,62.661487299363,42.8065347245667,62.4564191100271,1,1,0,1,1.41375207901001,1.41900110244751,1,"correct_model"
