"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"correct_model",50.0962237025318,0.0962237025317686,2.10325246417052,4.42367092803938,2000,0.4,0.399999999999999,47.2971889375013,1.0885210065134
"unadj",50.058919916567,0.0589199165670032,2.02671871773391,4.107588760813,2000,0.6,0.600000000000008,28.9729226647621,0.536463267223364
"lm",50.0067000220074,0.00670002200738149,1.48444282039953,2.20357048703571,2000,0.6,0.600000000000008,28.9729226647621,1
"lm_interact",50.0065725890504,0.0065725890504051,1.48528710062264,2.20607777127601,2000,0.6,0.600000000000008,28.9729226647621,0.998863465162948
"rf",48.9110860597765,-1.08891394022348,1.37829490929004,1.89969685697483,2000,0.6,0.600000000000008,28.9729226647621,1.15995901079964
"bart",50.0286254600894,0.0286254600893932,1.36457201579978,1.86205678630388,2000,0.6,0.600000000000008,28.9729226647621,1.18340670555473
"super",49.8621994984403,-0.137800501559718,1.37327574028859,1.88588625886516,2000,0.6,0.600000000000008,28.9729226647621,1.16845354627151
"xgboost",49.7065530105782,-0.293446989421844,1.41434683973193,2.0003769830597,2000,0.6,0.600000000000008,28.9729226647621,1.10157760546975
"correct_model",50.0558045376193,0.0558045376192588,1.29058608092544,1.66561243227847,2000,0.6,0.600000000000008,28.9729226647621,1.32297913027783
"unadj",50.0282080849132,0.0282080849131909,1.70876013480923,2.91986119831325,2000,0.8,0.8,11.8140479563888,0.282434675477056
"lm",50.0216035859558,0.0216035859557544,0.908113456559063,0.824670049983649,2000,0.8,0.8,11.8140479563888,1
"lm_interact",50.0215582532727,0.0215582532727054,0.909501099655576,0.827192250274702,2000,0.8,0.8,11.8140479563888,0.99695088984427
"rf",49.0684676157109,-0.93153238428914,0.642172424144576,0.412385422331721,2000,0.8,0.8,11.8140479563888,1.9997555813704
"bart",50.010288337472,0.0102883374720479,0.592796645353821,0.351407862742744,2000,0.8,0.8,11.8140479563888,2.34676038136166
"super",49.9130444857969,-0.08695551420315,0.574272781129744,0.329789227146491,2000,0.8,0.8,11.8140479563888,2.50059729700429
"xgboost",49.8633124975834,-0.13668750241661,0.595161184628896,0.354216835688871,2000,0.8,0.8,11.8140479563888,2.32815034999636
"correct_model",50.0139096194785,0.0139096194784937,0.512014862818734,0.262159219747287,2000,0.8,0.8,11.8140479563888,3.14568395030548
